tweets,date,user_name,user_screen_name,user_followers,user_friends,user_verified,user_language,retweet_count,favorite_count
Bitcoiner Runs for Mayor of Taiwan’s Capital https://t.co/XYUhKy2eIO #Bitcoin https://t.co/om6QRMxEHM,Tue Apr 17 23:59:21 +0000 2018,KC Ching,kcching,97,153,False,en,0,0
Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/KSuGufHj0U,Tue Apr 17 23:59:20 +0000 2018,WorldCoinIndex,WorldCoinIndex,9168,720,False,en,0,0
"$NSPX .02?! Cancer patent, ONLY 9 MIL O\S! #pharma🚀 #startups #crypto #Blockchain
#bitcoin #ICO… https://t.co/qoeXPfUXxU",Tue Apr 17 23:59:20 +0000 2018,Obi,aaaamhim,17174,15725,False,en,1,0
RT @jratcliff: This is genius.  Someone was inspired by some work I did analyzing the bitcoin blockchain a few years ago and really did som…,Tue Apr 17 23:59:19 +0000 2018,Crypto Assets Be Lit Fam,HondaGroms,8,13,False,en,0,0
"BTC Current Price (USD): $ 7,921.59 Vol: Ƀ 71,471.1 Change (24h): -1.99% $BTC #Bitcoin",Tue Apr 17 23:59:17 +0000 2018,Botty McBotface,AnalysisInChain,590,19,False,en,0,0
"RT @Andy_Hoffman_CG: Something tells me this single trade was not because the associated #Bitcoin whale was worried about TA candles.

http…",Tue Apr 17 23:59:15 +0000 2018,Bitcoinator ⚡️,roviator,522,342,False,en,0,0
"""We all have a crypto-friend who sounds like this guy. Gold back in 700BC was no different..."" #bitcoin #innovation… https://t.co/S7CgJIkdzZ",Tue Apr 17 23:59:15 +0000 2018,Simon Beniston,SiBenny,65,33,False,en,0,0
"RT @ExtrabitLtd: Extrabit ICO is LIVE | Get Your Tokens With 50% Bonus / 16 Days to go!
#Crypto #Bitcoin #Ethereum #presale #ICO #preICO #B…",Tue Apr 17 23:59:13 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
JP Morgan facing Federal Lawsuit due to ‘Sky High’ Interest rates against Cryptocurrency purchases https://t.co/mYfcpbizUF #Bitcoin,Tue Apr 17 23:59:13 +0000 2018,Jan Saunders,Janlovescrypto,20,0,False,en,0,0
"RT @ArminVanBitcoin: At the bank..

Me: I'd like to send a wire of $100K.
Teller: What is the transfer for?

Me: I'm buying Bitcoin.
Teller…",Tue Apr 17 23:59:12 +0000 2018,Derick Campbell,DerickEvolved,1110,4187,False,en,0,0
"@AnthonyHunter83 @SatoshiLite @Bitcoin @taiwandan @coinbase @earndotcom @balajis You buy it , I'll short it. It'll… https://t.co/EcWGLFQrHe",Tue Apr 17 23:59:11 +0000 2018,Crypto is,withinmybudget,1080,1114,False,en,0,1
"RT @BTCSnacky: Literally every variable of bitcoin is intentional. Absolutely nothing was chosen haphazardly. 

Block time, block size, dif…",Tue Apr 17 23:59:09 +0000 2018,torus,__torus,236,1452,False,en,0,0
"Trying to determine who wins a bet:

Which national news channel is the most reliable for delivering the news accur… https://t.co/PfnqA8MN0J",Tue Apr 17 23:59:07 +0000 2018,Mike Cooney,mcoon7,117,155,False,en,0,1
"RT @daostack: From #Bitcoin, to #Ethereum, to #DAOs. @Investopedia explores the evolutionary path taken by the decentralization movement an…",Tue Apr 17 23:59:06 +0000 2018,AirDropTurkey,AirDropTurkey,3707,13,False,tr,0,0
"Sharia, Taxes And Short Squeeze: Versions Behind Bitcoin’s $1000 Bounce https://t.co/QuU6i1vRFm https://t.co/QI300zJvle",Tue Apr 17 23:59:04 +0000 2018,BankBit,Bankb_it,157,172,False,it,0,0
"Trident Crytpo Fund
#ICO #bitcoin
@Vishnum7567 @skyasowa @Cryptobountyua @reydom04 

https://t.co/qCA3P9bwRi",Tue Apr 17 23:59:04 +0000 2018,🌞,TooWonderous01,2702,2750,False,en,0,0
RT @ExtrabitLtd: Blockchain and the sharing economy — a match made in heaven? This startup plans to prove it https://t.co/Df05av9hDW via @t…,Tue Apr 17 23:59:04 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
"Most Britons Are Bitcoin Bears: 60 Percent Would Not Support Crypto Backed by Bank of England

#cryptonews… https://t.co/JrX4zejAaI",Tue Apr 17 23:59:03 +0000 2018,Stayi_nformed,Stayi_nformed,347,203,False,en,0,0
Valores | dolar R$3.4117 | BITCOIN(MCDTBC) R$27980.00000000 | BITCOIN(BLCHAIN) R$26952.6 | LITECOIN(MCDTBC) R$470.00000000,Tue Apr 17 23:59:02 +0000 2018,Djulian [Bot] 🇧🇷,BotDjulian,112,0,False,pt,0,0
"RT @Blawksy: Taiwanese Miner Shot By Gangsters, Blames China’s ‘Strict’ #Bitcoin Control https://t.co/D1OrsTADMQ https://t.co/RIsLzJNbAi",Tue Apr 17 23:59:01 +0000 2018,Blawks Crypto,Blawksy,1135,1406,False,en,0,0
"Here's the 34-point questionnaire the New York Attorney General sent to 13 exchanges, they have until May 1st to co… https://t.co/M9MeYhPy2K",Tue Apr 17 23:58:59 +0000 2018,CCF: Cryptocurrency Files,CryptoCurrFiles,27,31,False,en,1,0
¿Vale la pena esperar a que la fiesta del bitcoin continúe? https://t.co/uvT71cNZVZ https://t.co/f8KDOCbPaG,Tue Apr 17 23:58:58 +0000 2018,Maduro Larguese,MaduroLarguese,9050,9303,False,es,0,0
RT @BTCTN: IMF Chief Envisages Large-Scale Shift Towards Cryptocurrencies https://t.co/I9Amhmm33v #Bitcoin https://t.co/KB8mox46Zy,Tue Apr 17 23:58:56 +0000 2018,SERVANT OF NATIONS,NationsServant,504,3156,False,fr,0,0
"RT @zerohedge: Bitcoin Tumbles After Mystery ""Whale"" Dumps $50 Million In One Trade  https://t.co/vpfWslf9LF",Tue Apr 17 23:58:55 +0000 2018,Tito Torres,TitoTorres2,299,482,False,en,0,0
"Bitcoin Core Git Stats 2017:

- Total pull requests created: 1'843 (~5 per day)

- Merged pull requests: 1'195 (~3.… https://t.co/5yUSRoI84U",Tue Apr 17 23:58:54 +0000 2018,Hendrick_fxtrader,harry4greg,511,4826,False,en,0,0
"To quote #monero’s Riccardo Spagni, “Privacy isn’t a thing you achieve, it’s a constant cat-and-mouse battle.” 2018… https://t.co/jcr4y1vyQH",Tue Apr 17 23:58:54 +0000 2018,SoSo,SotRos25,215,62,False,en,0,1
"RT @ExtrabitLtd: With cheap maintenance cost &amp; free electricity, we aim to be among the most profitable crypto mining platforms. Register n…",Tue Apr 17 23:58:51 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
"My dinner party rule—when people ask me about bitcoin, I show them the pictures of the new puppies https://t.co/HxlvucJlTq",Tue Apr 17 23:58:50 +0000 2018,Michael Hiltzik,hiltzikm,16133,1646,True,en,0,5
RT @coindesk: Lightning + NFC? The New Plan to Bring Bitcoin to Retail https://t.co/PMbhdWFb8W https://t.co/Pk5uI1pAJG,Tue Apr 17 23:58:49 +0000 2018,Umar Cheema,Um4r_cheema,39,46,False,en,0,0
"RT @zerohedge: Bitcoin Tumbles After Mystery ""Whale"" Dumps $50 Million In One Trade  https://t.co/vpfWslf9LF",Tue Apr 17 23:58:46 +0000 2018,SkidVicious,SkidneyVee,928,2782,False,en,0,0
"RT @BitCoin_Invest_: 👀
👅 If you want followers

➊ Retweet &amp; like this✔
➋ Follow all who RT &amp; like✔
➌ Followback everyone✔

Turn my notifica…",Tue Apr 17 23:58:45 +0000 2018,PEDRO SOUSA,pedroosoousa,1278,865,False,pt,0,0
"RT @ExtrabitLtd: GRAB YOUR TOKEN WITH 50% OFF - 13 Days Left - Be part of a new world order! 
Register now: https://t.co/t6Lve4gfew #Crypto…",Tue Apr 17 23:58:42 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
"RT @zerohedge: Bitcoin Tumbles After Mystery ""Whale"" Dumps $50 Million In One Trade  https://t.co/vpfWslf9LF",Tue Apr 17 23:58:40 +0000 2018,Teodor Emer [HOLD BTC 🔑],pr0t0type_X,157,397,False,es,0,0
RT @SocialWalletInc: Too much of the world’s #data is stored on paper- in places like filing cabinets. Blockchain could secure this data an…,Tue Apr 17 23:58:40 +0000 2018,igor,sandero871152,2655,3259,False,ru,0,0
#skyfchain и любой из следующих: #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://t.co/nxSl87psb7,Tue Apr 17 23:58:40 +0000 2018,Оля Лунева,01ya96,1218,1347,False,ru,0,0
RT @ExtrabitLtd: From Bank Teller To Blockchain Entrepreneur: How This Founder Is Empowering Developers Everywhere via @forbes https://t.co…,Tue Apr 17 23:58:37 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
RT @BitcoinEdu: Lightning Network is becoming more distributed over time. (Improved legend) https://t.co/Fitdxy7xkC https://t.co/NHqUSLyy1n,Tue Apr 17 23:58:36 +0000 2018,Daniel ⚡,daniel_wwf,6743,655,False,de,0,0
@bitcoinbae Bitcoin can be purchased with digital funds as well. That’s 1 these companies keep getting hacked. The… https://t.co/mHWEXbkyw6,Tue Apr 17 23:58:36 +0000 2018,IAM The Storm Coming,HersdayAtoms,724,2094,False,en,0,0
$xvg The market speaks. Trash. #bitcoin https://t.co/2eeIbXXkwZ,Tue Apr 17 23:58:35 +0000 2018,BitcoinChute,bitcoinchute,274,402,False,en,0,1
Join BBNcoin #Airdrop. I literally just made 50 BBNcoin (BBN) by Retweeting this 😊And so can you 👉… https://t.co/KTjqDZHPQv,Tue Apr 17 23:58:35 +0000 2018,Abdallah Dris,abdallah_dris,1,61,False,en,0,0
"🔴The main risks of #ICOs 

⏩ https://t.co/VC1ybirp6X

#ICO #TokenSale #BlockchainTechnology #blockchain #bitcoin… https://t.co/reKzu1Sl0n",Tue Apr 17 23:58:34 +0000 2018,Martin Hiesboeck 解聰文 @ Salone del Mobile 2019,MHiesboeck,64136,24586,False,en,4,6
"Bitcoin Price Could Hit $25,000 This Year, Soar to the Moon After: Analyst https://t.co/KhBiug0rGi via @cryptocoinsnews",Tue Apr 17 23:58:32 +0000 2018,SteeBee,SteeBee01,47,513,False,en,0,0
"RT @ExtrabitLtd: Why #Extrabit ? https://t.co/TD8K1y1FmR .  Spread the #crypto love to your friends, family and anyone deserving of a rewar…",Tue Apr 17 23:58:32 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
Is this the first Bitcoin ad? Nice job @APompliano being a great ambassador for the community. https://t.co/iUh2NomM1L,Tue Apr 17 23:58:32 +0000 2018,Doug Borden,DougBorden,177,343,False,en,0,1
JSEcoin - Browser based cryptocurrency mining https://t.co/kbnPYZKptN #bitcoin #cryptomining @jsecoin által,Tue Apr 17 23:58:25 +0000 2018,VK,vkertiv,2,121,False,hu,0,0
RT @OmniAnalytics: Analyzing investment performance for #masternodes involves tracking both the price and block rewards earned over time. F…,Tue Apr 17 23:58:24 +0000 2018,Monoeci Fan,kastrol20,63,394,False,ko,0,0
"RT @ItsForexTime: Choose Bitcoin, Litecoin and Ethereum CFDs to possibly profit in the forex market with FXTM!    https://t.co/jxKbauw6Zt h…",Tue Apr 17 23:58:23 +0000 2018,Senior man,Senior_man715,244,207,False,en,0,0
RT @ExtrabitLtd: What is the best energy tariff for a bitcoin miner? https://t.co/6To3ypOXxU via @ThisIsMoney #Extrabit is about to change…,Tue Apr 17 23:58:22 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
"RT @verretor: Estimated time of Bitcoin block reward halving: Fri May 29 22:50:19 2020 UTC | Time remaining: 2 years, 6 weeks, 0 days, 23 h…",Tue Apr 17 23:58:21 +0000 2018,James McAvity,jamesmcavity,589,906,False,en,0,0
インドの仮想通貨取引所Coinsecure、310万米ドル相当のビットコインが盗難被害に遭う https://t.co/bUTicjOde4,Tue Apr 17 23:58:19 +0000 2018,インド情報,india_jp,10051,10598,False,ja,0,0
Battle Royale games are the new bitcoin. The hype is real af,Tue Apr 17 23:58:17 +0000 2018,Steven Solano,StevenSolano19,420,200,False,en,0,0
The Verge: Hackers keep robbing cryptocurrency YouTubers. https://t.co/ZYEOcA0QTw https://t.co/8amjMpt02E,Tue Apr 17 23:58:17 +0000 2018,Granamere,Granamere,61,122,False,en,0,0
"RT @Super_Crypto: Here the trader who DUMPED Bitcoin worth $50 Million this morning 🕵️‍♀️🕵️‍♀️🕵️‍♀️
--
Deny as much as you want...""THEY"" AR…",Tue Apr 17 23:58:15 +0000 2018,ArtE,BTC_cannon,19,53,False,en,0,0
"‟El bitcóin debe prohibirse‟, sugiere premio Nobel de Economía #Criptomonedas https://t.co/TsJNj9lkf6",Tue Apr 17 23:58:14 +0000 2018,Enterémonos 🇪🇸,Enteremonos,42896,46341,False,es,0,1
Amazon ve uso de Bitcoin en los mercados de datos - https://t.co/W86sBVBjGv desde @bitcoinnetdo #criptomonedas… https://t.co/R0FCGrO9Ym,Tue Apr 17 23:58:12 +0000 2018,Dajerismo ⚡,joandajer,763,415,False,en,0,0
RT @ExtrabitLtd: Davos 2018: Blockchain Technology is Here to Stay and Can’t be Ignored https://t.co/77PHNiu66z via @Coinspeaker #Ico #Toke…,Tue Apr 17 23:58:11 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
Bitcoiner Runs for Mayor of Taiwan’s Capital https://t.co/D90JpRWnog #Bitcoin https://t.co/cDxtFRY7B1,Tue Apr 17 23:58:10 +0000 2018,bitquity,bitquity,367,406,False,en,0,0
BTCTN : Bitcoiner Runs for Mayor of Taiwan’s Capital https://t.co/9bpplP4E0X #Bitcoin https://t.co/NFi6aXsPDp (via… https://t.co/lPAaljmWyz,Tue Apr 17 23:58:09 +0000 2018,BITCOIN KOREA | ICO Advisor | Altcoin Expert,Bitcoin_Korea,4051,1778,False,en,0,0
RT @ExtrabitLtd: Bitcoin just got a boost from the world’s leading financial authority https://t.co/taPGWMhb9P #Blockchain #Crypto #Mining…,Tue Apr 17 23:58:07 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
"@pdubl22 @Bitcoin Well @LukeDashjr blocked me before I knew who he was, so feel extra special.

I'm probably easier… https://t.co/5e12OITg6Q",Tue Apr 17 23:58:03 +0000 2018,fORK jESTER,Anti_Dystopian,270,283,False,en,0,0
"@1llus1veman @Bitcoin @John_Blocke True, but you can't keep a full node in your pocket. The issue of liqdty is dep… https://t.co/aSan5zlSeq",Tue Apr 17 23:58:03 +0000 2018,John Dunne,Dunnestar,172,649,False,en,0,0
"RT @anondran: Not a fan of both $XVG and Earn.

But Verge's partnership with @Pornhub and @earndotcom 's Bitcoin utility model were both a…",Tue Apr 17 23:58:00 +0000 2018,Mr. Carter,MrCarter1013,143,193,False,en,0,0
"@chiefyx Bitcoin is the sun, shining on the itty bitty orbiting planet coins, giving them what little life they have. jmo",Tue Apr 17 23:57:57 +0000 2018,mydogisahusky,meekers999,213,256,False,en,0,0
"RT @ExtrabitLtd: #FAQ What make Extrabit different?  - Our mining platform is profitable because we have our own mining facility, access to…",Tue Apr 17 23:57:55 +0000 2018,Syakila,ANWAR99476698,4224,4694,False,id,0,0
"RT @APompliano: Made this ridiculous video about Bitcoin with @futurism.

Retweet it so they think I'm cool and invite me back! 😂 https://t…",Tue Apr 17 23:57:52 +0000 2018,Thiago Régis,tregismoreira,1237,866,False,en,0,0
"RT @djsziff: My favorite joke from the @WashLawReview dinner/roast, courtesy of @Janelovesgnomes:
""[Redacted] is our online editor. Seth an…",Tue Apr 17 23:57:51 +0000 2018,WashingtonLawReview,WashLawReview,1729,272,False,en,0,0
Verge just changed its abbreviation to WANK #btc #bitcoin #verge,Tue Apr 17 23:57:45 +0000 2018,Funding Secured (Millennial Snowflake),SellerPanic,76,153,False,en,0,1
RT @BitCoin_Invest_: Follow everyone who RETWEETS this🍓,Tue Apr 17 23:57:41 +0000 2018,FRAN DE SOUSA🇧🇷,FDuartedesousa,56624,55160,False,pt,0,0
RT @BitCoin_Invest_: Follow everyone who RETWEETS this🍓,Tue Apr 17 23:57:41 +0000 2018,FRAN DE SOUSA🇧🇷,FDuartedesousa,56624,55160,False,pt,0,0
"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Tue Apr 17 23:57:39 +0000 2018,eden lathief,edenlathief1010,7,22,False,id,0,0
@BitCoin_Invest_ Ifb,Tue Apr 17 23:57:39 +0000 2018,FRAN DE SOUSA🇧🇷,FDuartedesousa,56624,55160,False,pt,0,0
"RT @CryptoComes: Crypto Attacks Rise: Monero Prime Target https://t.co/KX1S86qzDY  #Cryptocurrency  #CryptoMining,#Bitcoin,#Cryptocurrencie…",Tue Apr 17 23:57:37 +0000 2018,Guilherme Cristiano,guipch,592,442,False,pt,0,0
RT @tvtwocom: Check out our GitHub 😺 https://t.co/tUczcWxrHA // #tvrevolution #crypto #cryptocurrencies #bitcoin #ethereum #blockchain #fin…,Tue Apr 17 23:57:35 +0000 2018,Deniz Turkoglu,bitcoin_info_tr,2944,368,False,tr,0,0
Bitcoin has emerged from the underground world of nerds and criminals to become a mainstream investment. Hacks and… https://t.co/EIKX081qW1,Tue Apr 17 23:57:34 +0000 2018,redball,redball2,269,4317,False,en,0,1
"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Tue Apr 17 23:57:34 +0000 2018,jarq,ingramos19,71,177,False,es,0,0
RT @jratcliff: This is genius.  Someone was inspired by some work I did analyzing the bitcoin blockchain a few years ago and really did som…,Tue Apr 17 23:57:33 +0000 2018,Steve Toutonghi,SteveToutonghi,923,1019,False,en,0,0
Gostei de um vídeo @YouTube https://t.co/0ft8y44hjr APRENDER A MINERAR BITCOIN? 💲💲💲,Tue Apr 17 23:57:32 +0000 2018,☠ismael pedro☠,ismaelpedros,20,174,False,pt,0,0
"RT @dhruvbansal: If you're a data nerd, #Bitcoin hodler, or just crypto-curious, you might enjoy our new article analyzing Bitcoin's UTXO a…",Tue Apr 17 23:57:30 +0000 2018,Benjamin Carder,bdcarder,48,490,False,en,0,0
"RT @dhruvbansal: If you're a data nerd, #Bitcoin hodler, or just crypto-curious, you might enjoy our new article analyzing Bitcoin's UTXO a…",Tue Apr 17 23:57:30 +0000 2018,Benjamin Carder,bdcarder,48,490,False,en,0,0
https://t.co/y2pY8e5gyH,Wed Apr 18 23:59:59 +0000 2018,Peter Morgan,PMZepto,1643,3624,False,en,0,0
"Learn more: https://t.co/LBwBL7JZCT
#CloudFish #Security #Enterprise #ETH #Cryptocurrency #Blockchain #btc #bitcoin… https://t.co/xrKJbeqBxz",Wed Apr 18 23:59:55 +0000 2018,distinctivefork,distinctivefork,3548,2183,False,id,0,1
"RT @CNBC: A rare buy sign for bitcoin? BTC is hinting at a huge rally ahead, a crypto hedge fund manager told @CNBCFastMoney: https://t.co/…",Wed Apr 18 23:59:48 +0000 2018,Sunking,Sunking25,96,289,False,en,0,0
"RT @lykke: According to @santimentfeed's new #GitHub activity tracking methodology, #Lykke takes the third place among the most stable and…",Wed Apr 18 23:59:48 +0000 2018,Crypto_boss,DGDanish07,697,297,False,en,0,0
#XYO #geolocation #Crypto #Blockchain  #ether #ethereum #bitcoin #cryptocurrency  #ICO  #tokensale https://t.co/qEu4o6lHCg,Wed Apr 18 23:59:47 +0000 2018,Saras Mulya Sari - Boldman Capital Investor,sarasmulyasari,2280,2779,False,en,0,2
"RT @GoTechMadrid: #GoMadrid has the pleasure to receive Paul Puey @paullinator , CEO of @EdgeSecure for a great #GoEvent in collaboration w…",Wed Apr 18 23:59:43 +0000 2018,Edge,EdgeWallet,18731,875,False,en,0,0
Installez CryptoTab et minez des Bitcoin! https://t.co/RZGoK6IHwI,Wed Apr 18 23:59:41 +0000 2018,Caribou Street,casio_street,5,135,False,fr,0,1
"RT @politico: A man suspected of stealing hundreds of computers used to mine Bitcoin in Iceland escaped from prison and fled to Sweden, rep…",Wed Apr 18 23:59:39 +0000 2018,Rap Tor,Raptor2u,1506,2762,False,en,0,0
RT @BTCTN: Bitcoin Cash Gains Advance 4% Above BTC https://t.co/35IiwSK4K3 #Bitcoin https://t.co/jiUktzmztm,Wed Apr 18 23:59:38 +0000 2018,Crypto_boss,DGDanish07,697,297,False,en,0,0
"@mizmaritz @TheNiLPnetwork -bitcoin entrepreneurs holding conferences here. Wave of the future 

- the #Junta  has… https://t.co/NPwURXFLdu",Wed Apr 18 23:59:38 +0000 2018,a beltran,fabfashionista8,2081,3110,False,en,0,2
#SONDAKİKA #xrp ripple #xrp #btc #Bitcoin  buy xrp to the 8000,Wed Apr 18 23:59:34 +0000 2018,harun kurt,hnkt1986,119,144,False,tr,0,0
"RT @investaco_uk: The opportunity to change lives using blockchain technology. https://t.co/LuzXPBHB0C

#teaminvesta #investa #bitcoin #blo…",Wed Apr 18 23:59:33 +0000 2018,Julio Alejandro,limpialacasa4,908,2289,False,es,0,0
"RT @ICOsprintx: Meet our #Marketing and #SocialMedia #advisor Paulii Good. 

Paulii is on the #Telegram click here to meet her: https://t.c…",Wed Apr 18 23:59:33 +0000 2018,Crypto Merchant,sokefun5,3728,4650,False,en,0,0
"RT @pinteration: !!!!! THIS STARTUP IS KILLIN IT !!!!!!

#Podcast: HEDG's Robert Rutherford is sharing insights about 

Integrating #crypto…",Wed Apr 18 23:59:32 +0000 2018,Jamie Dalton,FintechJamie,2393,3034,False,en,0,0
RT @SludgeFeed: #Amazon ( $AMZN ) Patents Streaming #Data Marketplace With Potential #Bitcoin Applications... via @craig_a_russo https://t.…,Wed Apr 18 23:59:32 +0000 2018,National Cryptographic,Nat_Crypto,138,168,False,en,0,0
"#9: Attack of the 50 Foot Blockchain: Bitcoin, Blockchain, Ethereum &amp; Smart Contracts          https://t.co/bJZyGrZp98          #tech",Wed Apr 18 23:59:29 +0000 2018,PLRGold,PLRGold,1053,745,False,en,1,2
RT @BTCTN: Bitcoin Cash Gains Advance 4% Above BTC https://t.co/35IiwSK4K3 #Bitcoin https://t.co/jiUktzmztm,Wed Apr 18 23:59:23 +0000 2018,📌 XRP Crypto Bull 🔥,XRPCryptoBull,3834,617,False,en,0,0
https://t.co/f6OijfhrCm,Wed Apr 18 23:59:23 +0000 2018,nestor rondon,lolcat761,3,159,False,es,0,0
Bitcoin value: $8186.82,Wed Apr 18 23:59:20 +0000 2018,Bitcoin,BTCSpeculator,283,0,False,en,0,0
Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/04KFr01Fkm,Wed Apr 18 23:59:20 +0000 2018,WorldCoinIndex,WorldCoinIndex,9168,720,False,en,0,0
RT @fundstrat: Where is Bitcoin by July 2018?,Wed Apr 18 23:59:18 +0000 2018,Woody,Woodrow1616,2513,725,False,en,0,0
"RT @OptiToken: As the algorithmic trading creates profits, they will be used to buy $OPTI on crypto exchanges to create upward pressure. Th…",Wed Apr 18 23:59:18 +0000 2018,BLOCKCHAIN,FxMasterSniper,3148,4317,False,en,0,0
